**	a	1
**	b	1
**	ab	1
**	abc	1
**	axc	1
**	a/b	1
**	a/c	1
**	a.x	1
**	b.x	1
**	a.b.c	1
**	a.b.c.d	1
**	.b	1
**	.c	1
**	c	1
**	a///	1
**	a/./b/	0
**	abx	1
**	b.x.x	1
**	b/	1
**	a/b/c	1
**	x.c	1
**	.x	1
**	a/b.c	1
**	a/.b	1
**	a/.b/	1
**	a//b	1
**	a/b/	1
**	a/.b/c	1
**	a/./b/c	0
**	a	1
**	a	1
**	a.x	1
**	a/.b.c	1
**	a.b.c	1
**	keepdir	1
**	keepdir/file	1
**	keepdir/sub/file	1
**	keepdir/.hidden/file	1
**	.other/keepdir/sub	1
**	.other/keepdir/file.log	1
**	other/x	1
**	.keepdir	1
**	.other	1
**	keep	1
**	out/x	1
**	a.b.c.x	1
**	keep/a.log	1
**	keep/sub/b.log	1
**	keep/.h.log	1
**	keep/	1
**	a/x.c	1
**	a/b.c	1
**	b.c	1
**	.b.c	1
**	c.x	1
**	ax.c	1
**	a/.x	1
**	abc	1
**	x	1
**	y	1
**	..	0
**	.	0
**	a/x	1
**	c.d	1
**	fgh	1
**	b/c.d	1
**	x.log	1
**	keep.log	1
*.c.*	keepdir/file	0
*.c.*	keepdir/sub/file	0
*.c.*	keepdir/.hidden/file	0
*.c.*	.other/keepdir/sub	0
*.c.*	.other/keepdir/file.log	0
*.c.*	other/x	0
*.c.*	.keepdir	0
*.c.*	.other	0
*.c.*	keep	0
*.c.*	out/x	0
*.c.*	a.b.c.x	1
*.c.*	keep/a.log	0
*.c.*	keep/sub/b.log	0
*.c.*	keep/.h.log	0
*.c.*	keep/	0
*.c.*	a/x.c	0
*.c.*	a/b.c	0
*.c.*	b.c	0
*.c.*	.b.c	0
*.c.*	c.x	0
*.c.*	ax.c	0
*.c.*	a/.x	0
*.c.*	abc	0
*.c.*	x	0
*.c.*	y	0
*.c.*	..	0
*.c.*	.	0
*.c.*	a/x	0
*.c.*	c.d	0
*.c.*	fgh	0
*.c.*	b/c.d	0
*.c.*	x.log	0
*.c.*	keep.log	0
??.x	a	0
??.x	b	0
??.x	ab	0
??.x	abc	0
??.x	axc	0
??.x	a/b	0
??.x	a/c	0
??.x	a.x	0
??.x	b.x	0
??.x	a.b.c	0
??.x	a.b.c.d	0
??.x	.b	0
??.x	.c	0
??.x	c	0
??.x	a///	0
??.x	a/./b/	0
??.x	abx	0
??.x	b.x.x	0
??.x	b/	0
??.x	a/b/c	0
??.x	x.c	0
??.x	.x	0
??.x	a/b.c	0
??.x	a/.b	0
??.x	a/.b/	0
??.x	a//b	0
??.x	a/b/	0
??.x	a/.b/c	0
??.x	a/./b/c	0
??.x	a	0
??.x	a	0
??.x	a.x	0
??.x	a/.b.c	0
??.x	a.b.c	0
??.x	keepdir	0
??.x	keepdir/file	0
??.x	keepdir/sub/file	0
??.x	keepdir/.hidden/file	0
??.x	.other/keepdir/sub	0
??.x	.other/keepdir/file.log	0
??.x	other/x	0
??.x	.keepdir	0
??.x	.other	0
??.x	keep	0
??.x	out/x	0
??.x	a.b.c.x	0
??.x	keep/a.log	0
??.x	keep/sub/b.log	0
??.x	keep/.h.log	0
??.x	keep/	0
??.x	a/x.c	0
??.x	a/b.c	0
??.x	b.c	0
??.x	.b.c	0
??.x	c.x	0
??.x	ax.c	0
??.x	a/.x	0
??.x	abc	0
??.x	x	0
??.x	y	0
??.x	..	0
??.x	.	0
??.x	a/x	0
??.x	c.d	0
??.x	fgh	0
??.x	b/c.d	0
??.x	x.log	0
??.x	keep.log	0
a/*	a	0
a/*	b	0
a/*	ab	0
a/*	abc	0
a/*	axc	0
a/*	a/b	1
a/*	a/c	1
a/*	a.x	0
a/*	b.x	0
a/*	a.b.c	0
a/*	a.b.c.d	0
a/*	.b	0
a/*	.c	0
a/*	c	0
a/*	a///	0
a/*	a/./b/	0
a/*	abx	0
a/*	b.x.x	0
a/*	b/	0
a/*	a/b/c	0
a/*	x.c	0
a/*	.x	0
a/*	a/b.c	1
a/*	a/.b	1
a/*	a/.b/	1
a/*	a//b	1
a/*	a/b/	1
a/*	a/.b/c	0
a/*	a/./b/c	0
a/*	a	0
a/*	a	0
a/*	a.x	0
a/*	a/.b.c	1
a/*	a.b.c	0
a/*	keepdir	0
a/*	keepdir/file	0
a/*	keepdir/sub/file	0
a/*	keepdir/.hidden/file	0
a/*	.other/keepdir/sub	0
a/*	.other/keepdir/file.log	0
a/*	other/x	0
a/*	.keepdir	0
a/*	.other	0
a/*	keep	0
a/*	out/x	0
a/*	a.b.c.x	0
a/*	keep/a.log	0
a/*	keep/sub/b.log	0
a/*	keep/.h.log	0
a/*	keep/	0
a/*	a/x.c	1
a/*	a/b.c	1
a/*	b.c	0
a/*	.b.c	0
a/*	c.x	0
a/*	ax.c	0
a/*	a/.x	1
a/*	abc	0
a/*	x	0
a/*	y	0
a/*	..	0
a/*	.	0
a/*	a/x	1
a/*	c.d	0
a/*	fgh	0
a/*	b/c.d	0
a/*	x.log	0
a/*	keep.log	0
a/**	a	0
a/**	b	0
a/**	ab	0
a/**	abc	0
a/**	axc	0
a/**	a/b	1
a/**	a/c	1
a/**	a.x	0
a/**	b.x	0
a/**	a.b.c	0
a/**	a.b.c.d	0
a/**	.b	0
a/**	.c	0
a/**	c	0
a/**	a///	1
a/**	a/./b/	0
a/**	abx	0
a/**	b.x.x	0
a/**	b/	0
a/**	a/b/c	1
a/**	x.c	0
a/**	.x	0
a/**	a/b.c	1
a/**	a/.b	1
a/**	a/.b/	1
a/**	a//b	1
a/**	a/b/	1
a/**	a/.b/c	1
a/**	a/./b/c	0
a/**	a	0
a/**	a	0
a/**	a.x	0
a/**	a/.b.c	1
a/**	a.b.c	0
a/**	keepdir	0
a/**	keepdir/file	0
a/**	keepdir/sub/file	0
a/**	keepdir/.hidden/file	0
a/**	.other/keepdir/sub	0
a/**	.other/keepdir/file.log	0
a/**	other/x	0
a/**	.keepdir	0
a/**	.other	0
a/**	keep	0
a/**	out/x	0
a/**	a.b.c.x	0
a/**	keep/a.log	0
a/**	keep/sub/b.log	0
a/**	keep/.h.log	0
a/**	keep/	0
a/**	a/x.c	1
a/**	a/b.c	1
a/**	b.c	0
a/**	.b.c	0
a/**	c.x	0
a/**	ax.c	0
a/**	a/.x	1
a/**	abc	0
a/**	x	0
a/**	y	0
a/**	..	0
a/**	.	0
a/**	a/x	1
a/**	c.d	0
a/**	fgh	0
a/**	b/c.d	0
a/**	x.log	0
a/**	keep.log	0
a/**b	a	0
a/**b	b	0
a/**b	ab	0
a/**b	abc	0
a/**b	axc	0
a/**b	a/b	1
a/**b	a/c	0
a/**b	a.x	0
a/**b	b.x	0
a/**b	a.b.c	0
a/**b	a.b.c.d	0
a/**b	.b	0
a/**b	.c	0
a/**b	c	0
a/**b	a///	0
a/**b	a/./b/	0
a/**b	abx	0
a/**b	b.x.x	0
a/**b	b/	0
a/**b	a/b/c	0
a/**b	x.c	0
a/**b	.x	0
a/**b	a/b.c	0
a/**b	a/.b	1
a/**b	a/.b/	1
a/**b	a//b	1
a/**b	a/b/	1
a/**b	a/.b/c	0
a/**b	a/./b/c	0
a/**b	a	0
a/**b	a	0
a/**b	a.x	0
a/**b	a/.b.c	0
a/**b	a.b.c	0
a/**b	keepdir	0
a/**b	keepdir/file	0
a/**b	keepdir/sub/file	0
a/**b	keepdir/.hidden/file	0
a/**b	.other/keepdir/sub	0
a/**b	.other/keepdir/file.log	0
a/**b	other/x	0
a/**b	.keepdir	0
a/**b	.other	0
a/**b	keep	0
a/**b	out/x	0
a/**b	a.b.c.x	0
a/**b	keep/a.log	0
a/**b	keep/sub/b.log	0
a/**b	keep/.h.log	0
a/**b	keep/	0
a/**b	a/x.c	0
a/**b	a/b.c	0
a/**b	b.c	0
a/**b	.b.c	0
a/**b	c.x	0
a/**b	ax.c	0
a/**b	a/.x	0
a/**b	abc	0
a/**b	x	0
a/**b	y	0
a/**b	..	0
a/**b	.	0
a/**b	a/x	0
a/**b	c.d	0
a/**b	fgh	0
a/**b	b/c.d	0
a/**b	x.log	0
a/**b	keep.log	0
a/**/b	a	0
a/**/b	b	0
a/**/b	ab	0
a/**/b	abc	0
a/**/b	axc	0
a/**/b	a/b	1
a/**/b	a/c	0
a/**/b	a.x	0
a/**/b	b.x	0
a/**/b	a.b.c	0
a/**/b	a.b.c.d	0
a/**/b	.b	0
a/**/b	.c	0
a/**/b	c	0
a/**/b	a///	0
a/**/b	a/./b/	0
a/**/b	abx	0
a/**/b	b.x.x	0
a/**/b	b/	0
a/**/b	a/b/c	0
a/**/b	x.c	0
a/**/b	.x	0
a/**/b	a/b.c	0
a/**/b	a/.b	0
a/**/b	a/.b/	0
a/**/b	a//b	1
a/**/b	a/b/	1
a/**/b	a/.b/c	0
a/**/b	a/./b/c	0
a/**/b	a	0
a/**/b	a	0
a/**/b	a.x	0
a/**/b	a/.b.c	0
a/**/b	a.b.c	0
a/**/b	keepdir	0
a/**/b	keepdir/file	0
a/**/b	keepdir/sub/file	0
a/**/b	keepdir/.hidden/file	0
a/**/b	.other/keepdir/sub	0
a/**/b	.other/keepdir/file.log	0
a/**/b	other/x	0
a/**/b	.keepdir	0
a/**/b	.other	0
a/**/b	keep	0
a/**/b	out/x	0
a/**/b	a.b.c.x	0
a/**/b	keep/a.log	0
a/**/b	keep/sub/b.log	0
a/**/b	keep/.h.log	0
a/**/b	keep/	0
a/**/b	a/x.c	0
a/**/b	a/b.c	0
a/**/b	b.c	0
a/**/b	.b.c	0
a/**/b	c.x	0
a/**/b	ax.c	0
a/**/b	a/.x	0
a/**/b	abc	0
a/**/b	x	0
a/**/b	y	0
a/**/b	..	0
a/**/b	.	0
a/**/b	a/x	0
a/**/b	c.d	0
a/**/b	fgh	0
a/**/b	b/c.d	0
a/**/b	x.log	0
a/**/b	keep.log	0
a/*/*.c	a	0
a/*/*.c	b	0
a/*/*.c	ab	0
a/*/*.c	abc	0
a/*/*.c	axc	0
a/*/*.c	a/b	0
a/*/*.c	a/c	0
a/*/*.c	a.x	0
a/*/*.c	b.x	0
a/*/*.c	a.b.c	0
a/*/*.c	a.b.c.d	0
a/*/*.c	.b	0
a/*/*.c	.c	0
a/*/*.c	c	0
a/*/*.c	a///	0
a/*/*.c	a/./b/	0
a/*/*.c	abx	0
a/*/*.c	b.x.x	0
a/*/*.c	b/	0
a/*/*.c	a/b/c	0
a/*/*.c	x.c	0
a/*/*.c	.x	0
a/*/*.c	a/b.c	0
a/*/*.c	a/.b	0
a/*/*.c	a/.b/	0
a/*/*.c	a//b	0
a/*/*.c	a/b/	0
a/*/*.c	a/.b/c	0
a/*/*.c	a/./b/c	0
a/*/*.c	a	0
a/*/*.c	a	0
a/*/*.c	a.x	0
a/*/*.c	a/.b.c	0
a/*/*.c	a.b.c	0
a/*/*.c	keepdir	0
a/*/*.c	keepdir/file	0
a/*/*.c	keepdir/sub/file	0
a/*/*.c	keepdir/.hidden/file	0
a/*/*.c	.other/keepdir/sub	0
a/*/*.c	.other/keepdir/file.log	0
a/*/*.c	other/x	0
a/*/*.c	.keepdir	0
a/*/*.c	.other	0
a/*/*.c	keep	0
a/*/*.c	out/x	0
a/*/*.c	a.b.c.x	0
a/*/*.c	keep/a.log	0
a/*/*.c	keep/sub/b.log	0
a/*/*.c	keep/.h.log	0
a/*/*.c	keep/	0
a/*/*.c	a/x.c	0
a/*/*.c	a/b.c	0
a/*/*.c	b.c	0
a/*/*.c	.b.c	0
a/*/*.c	c.x	0
a/*/*.c	ax.c	0
a/*/*.c	a/.x	0
a/*/*.c	abc	0
a/*/*.c	x	0
a/*/*.c	y	0
a/*/*.c	..	0
a/*/*.c	.	0
a/*/*.c	a/x	0
a/*/*.c	c.d	0
a/*/*.c	fgh	0
a/*/*.c	b/c.d	0
a/*/*.c	x.log	0
a/*/*.c	keep.log	0
abc	a	0
abc	b	0
abc	ab	0
abc	abc	1
abc	axc	0
abc	a/b	0
abc	a/c	0
abc	a.x	0
abc	b.x	0
abc	a.b.c	0
abc	a.b.c.d	0
abc	.b	0
abc	.c	0
abc	c	0
abc	a///	0
abc	a/./b/	0
abc	abx	0
abc	b.x.x	0
abc	b/	0
abc	a/b/c	0
abc	x.c	0
abc	.x	0
abc	a/b.c	0
abc	a/.b	0
abc	a/.b/	0
abc	a//b	0
abc	a/b/	0
abc	a/.b/c	0
abc	a/./b/c	0
abc	a	0
abc	a	0
abc	a.x	0
abc	a/.b.c	0
abc	a.b.c	0
abc	keepdir	0
abc	keepdir/file	0
abc	keepdir/sub/file	0
abc	keepdir/.hidden/file	0
abc	.other/keepdir/sub	0
abc	.other/keepdir/file.log	0
abc	other/x	0
abc	.keepdir	0
abc	.other	0
abc	keep	0
abc	out/x	0
abc	a.b.c.x	0
abc	keep/a.log	0
abc	keep/sub/b.log	0
abc	keep/.h.log	0
abc	keep/	0
abc	a/x.c	0
abc	a/b.c	0
abc	b.c	0
abc	.b.c	0
abc	c.x	0
abc	ax.c	0
abc	a/.x	0
abc	abc	1
abc	x	0
abc	y	0
abc	..	0
abc	.	0
abc	a/x	0
abc	c.d	0
abc	fgh	0
abc	b/c.d	0
abc	x.log	0
abc	keep.log	0
ab*ab	a	0
ab*ab	b	0
ab*ab	ab	0
ab*ab	abc	0
ab*ab	axc	0
ab*ab	a/b	0
ab*ab	a/c	0
ab*ab	a.x	0
ab*ab	b.x	0
ab*ab	a.b.c	0
ab*ab	a.b.c.d	0
ab*ab	.b	0
ab*ab	.c	0
ab*ab	c	0
ab*ab	a///	0
ab*ab	a/./b/	0
ab*ab	abx	0
ab*ab	b.x.x	0
ab*ab	b/	0
ab*ab	a/b/c	0
ab*ab	x.c	0
ab*ab	.x	0
ab*ab	a/b.c	0
ab*ab	a/.b	0
ab*ab	a/.b/	0
ab*ab	a//b	0
ab*ab	a/b/	0
ab*ab	a/.b/c	0
ab*ab	a/./b/c	0
ab*ab	a	0
ab*ab	a	0
ab*ab	a.x	0
ab*ab	a/.b.c	0
ab*ab	a.b.c	0
ab*ab	keepdir	0
ab*ab	keepdir/file	0
ab*ab	keepdir/sub/file	0
ab*ab	keepdir/.hidden/file	0
ab*ab	.other/keepdir/sub	0
ab*ab	.other/keepdir/file.log	0
ab*ab	other/x	0
ab*ab	.keepdir	0
ab*ab	.other	0
ab*ab	keep	0
ab*ab	out/x	0
ab*ab	a.b.c.x	0
ab*ab	keep/a.log	0
ab*ab	keep/sub/b.log	0
ab*ab	keep/.h.log	0
ab*ab	keep/	0
ab*ab	a/x.c	0
ab*ab	a/b.c	0
ab*ab	b.c	0
ab*ab	.b.c	0
ab*ab	c.x	0
ab*ab	ax.c	0
ab*ab	a/.x	0
ab*ab	abc	0
ab*ab	x	0
ab*ab	y	0
ab*ab	..	0
ab*ab	.	0
ab*ab	a/x	0
ab*ab	c.d	0
ab*ab	fgh	0
ab*ab	b/c.d	0
ab*ab	x.log	0
ab*ab	keep.log	0
ab*ab.?	a	0
ab*ab.?	b	0
ab*ab.?	ab	0
ab*ab.?	abc	0
ab*ab.?	axc	0
ab*ab.?	a/b	0
ab*ab.?	a/c	0
ab*ab.?	a.x	0
ab*ab.?	b.x	0
ab*ab.?	a.b.c	0
ab*ab.?	a.b.c.d	0
ab*ab.?	.b	0
ab*ab.?	.c	0
ab*ab.?	c	0
ab*ab.?	a///	0
ab*ab.?	a/./b/	0
ab*ab.?	abx	0
ab*ab.?	b.x.x	0
ab*ab.?	b/	0
ab*ab.?	a/b/c	0
ab*ab.?	x.c	0
ab*ab.?	.x	0
ab*ab.?	a/b.c	0
ab*ab.?	a/.b	0
ab*ab.?	a/.b/	0
ab*ab.?	a//b	0
ab*ab.?	a/b/	0
ab*ab.?	a/.b/c	0
ab*ab.?	a/./b/c	0
ab*ab.?	a	0
ab*ab.?	a	0
ab*ab.?	a.x	0
ab*ab.?	a/.b.c	0
ab*ab.?	a.b.c	0
ab*ab.?	keepdir	0
ab*ab.?	keepdir/file	0
ab*ab.?	keepdir/sub/file	0
ab*ab.?	keepdir/.hidden/file	0
ab*ab.?	.other/keepdir/sub	0
ab*ab.?	.other/keepdir/file.log	0
ab*ab.?	other/x	0
ab*ab.?	.keepdir	0
ab*ab.?	.other	0
ab*ab.?	keep	0
ab*ab.?	out/x	0
ab*ab.?	a.b.c.x	0
ab*ab.?	keep/a.log	0
ab*ab.?	keep/sub/b.log	0
ab*ab.?	keep/.h.log	0
ab*ab.?	keep/	0
ab*ab.?	a/x.c	0
ab*ab.?	a/b.c	0
ab*ab.?	b.c	0
ab*ab.?	.b.c	0
ab*ab.?	c.x	0
ab*ab.?	ax.c	0
ab*ab.?	a/.x	0
ab*ab.?	abc	0
ab*ab.?	x	0
ab*ab.?	y	0
ab*ab.?	..	0
ab*ab.?	.	0
ab*ab.?	a/x	0
ab*ab.?	c.d	0
ab*ab.?	fgh	0
ab*ab.?	b/c.d	0
ab*ab.?	x.log	0
ab*ab.?	keep.log	0
**.x	a	0
**.x	b	0
**.x	ab	0
**.x	abc	0
**.x	axc	0
**.x	a/b	0
**.x	a/c	0
**.x	a.x	1
**.x	b.x	1
**.x	a.b.c	0
**.x	a.b.c.d	0
**.x	.b	0
**.x	.c	0
**.x	c	0
**.x	a///	0
**.x	a/./b/	0
**.x	abx	0
**.x	b.x.x	1
**.x	b/	0
**.x	a/b/c	0
**.x	x.c	0
**.x	.x	1
**.x	a/b.c	0
**.x	a/.b	0
**.x	a/.b/	0
**.x	a//b	0
**.x	a/b/	0
**.x	a/.b/c	0
**.x	a/./b/c	0
**.x	a	0
**.x	a	0
**.x	a.x	1
**.x	a/.b.c	0
**.x	a.b.c	0
**.x	keepdir	0
**.x	keepdir/file	0
**.x	keepdir/sub/file	0
**.x	keepdir/.hidden/file	0
**.x	.other/keepdir/sub	0
**.x	.other/keepdir/file.log	0
**.x	other/x	0
**.x	.keepdir	0
**.x	.other	0
**.x	keep	0
**.x	out/x	0
**.x	a.b.c.x	1
**.x	keep/a.log	0
**.x	keep/sub/b.log	0
**.x	keep/.h.log	0
**.x	keep/	0
**.x	a/x.c	0
**.x	a/b.c	0
**.x	b.c	0
**.x	.b.c	0
**.x	c.x	1
**.x	ax.c	0
**.x	a/.x	0
**.x	abc	0
**.x	x	0
**.x	y	0
**.x	..	0
**.x	.	0
**.x	a/x	0
**.x	c.d	0
**.x	fgh	0
**.x	b/c.d	0
**.x	x.log	0
**.x	keep.log	0
*x.c	a	0
*x.c	b	0
*x.c	ab	0
*x.c	abc	0
*x.c	axc	0
*x.c	a/b	0
*x.c	a/c	0
*x.c	a.x	0
*x.c	b.x	0
*x.c	a.b.c	0
*x.c	a.b.c.d	0
*x.c	.b	0
*x.c	.c	0
*x.c	c	0
*x.c	a///	0
*x.c	a/./b/	0
*x.c	abx	0
*x.c	b.x.x	0
*x.c	b/	0
*x.c	a/b/c	0
*x.c	x.c	1
*x.c	.x	0
*x.c	a/b.c	0
*x.c	a/.b	0
*x.c	a/.b/	0
*x.c	a//b	0
*x.c	a/b/	0
*x.c	a/.b/c	0
*x.c	a/./b/c	0
*x.c	a	0
*x.c	a	0
*x.c	a.x	0
*x.c	a/.b.c	0
*x.c	a.b.c	0
*x.c	keepdir	0
*x.c	keepdir/file	0
*x.c	keepdir/sub/file	0
*x.c	keepdir/.hidden/file	0
*x.c	.other/keepdir/sub	0
*x.c	.other/keepdir/file.log	0
*x.c	other/x	0
*x.c	.keepdir	0
*x.c	.other	0
*x.c	keep	0
*x.c	out/x	0
*x.c	a.b.c.x	0
*x.c	keep/a.log	0
*x.c	keep/sub/b.log	0
*x.c	keep/.h.log	0
*x.c	keep/	0
*x.c	a/x.c	0
*x.c	a/b.c	0
*x.c	b.c	0
*x.c	.b.c	0
*x.c	c.x	0
*x.c	ax.c	1
*x.c	a/.x	0
*x.c	abc	0
*x.c	x	0
*x.c	y	0
*x.c	..	0
*x.c	.	0
*x.c	a/x	0
*x.c	c.d	0
*x.c	fgh	0
*x.c	b/c.d	0
*x.c	x.log	0
*x.c	keep.log	0
*.x	a	0
*.x	b	0
*.x	ab	0
*.x	abc	0
*.x	axc	0
*.x	a/b	0
*.x	a/c	0
*.x	a.x	1
*.x	b.x	1
*.x	a.b.c	0
*.x	a.b.c.d	0
*.x	.b	0
*.x	.c	0
*.x	c	0
*.x	a///	0
*.x	a/./b/	0
*.x	abx	0
*.x	b.x.x	1
*.x	b/	0
