**	x	1=>1
**	x	0=>1
**	ax	1=>1
**	ax	0=>1
**	ab	1=>1
**	ab	0=>1
**	a/b	1=>1
**	a/b	0=>1
**	a/x	1=>1
**	a/x	0=>1
**	a/.b	1=>1
**	a/.b	0=>0
**	a/.b/x	1=>1
**	a/.b/x	0=>0
**	b/x	1=>1
**	b/x	0=>1
**	keepdir	1=>1
**	keepdir	0=>1
**	keepdir/f	1=>1
**	keepdir/f	0=>1
**	keepdir/./f	1=>0
**	keepdir/./f	0=>0
**	.b/.x	1=>1
**	.b/.x	0=>0
**	.b	1=>1
**	.b	0=>0
**	keep/x.log	1=>1
**	keep/x.log	0=>1
**	keep/.x.log	1=>1
**	keep/.x.log	0=>0
**	keep/a/b.log	1=>1
**	keep/a/b.log	0=>1
**	a/x	1=>1
**	a/x	0=>1
**	b/x	1=>1
**	b/x	0=>1
**	.y/x	1=>1
**	.y/x	0=>0
**	.x	1=>1
**	.x	0=>0
**	x.d	1=>1
**	x.d	0=>1
**	.keepdir	1=>1
**	.keepdir	0=>0
**	keepdir/.keepdir	1=>1
**	keepdir/.keepdir	0=>0
**	keep.log	1=>1
**	keep.log	0=>1
**	a.log	1=>1
**	a.log	0=>1
**	.a.log	1=>1
**	.a.log	0=>0
**	keep/sub.log	1=>1
**	keep/sub.log	0=>1
**	x.log	1=>1
**	x.log	0=>1
**	y.log	1=>1
**	y.log	0=>1
?	keep/x.log	1=>0
?	keep/x.log	0=>0
?	keep/.x.log	1=>0
?	keep/.x.log	0=>0
?	keep/a/b.log	1=>0
?	keep/a/b.log	0=>0
?	a/x	1=>0
?	a/x	0=>0
?	b/x	1=>0
?	b/x	0=>0
?	.y/x	1=>0
?	.y/x	0=>0
?	.x	1=>0
?	.x	0=>0
?	x.d	1=>0
?	x.d	0=>0
?	.keepdir	1=>0
?	.keepdir	0=>0
?	keepdir/.keepdir	1=>0
?	keepdir/.keepdir	0=>0
?	keep.log	1=>0
?	keep.log	0=>0
?	a.log	1=>0
?	a.log	0=>0
?	.a.log	1=>0
?	.a.log	0=>0
?	keep/sub.log	1=>0
?	keep/sub.log	0=>0
?	x.log	1=>0
?	x.log	0=>0
?	y.log	1=>0
?	y.log	0=>0
?.x	x	1=>0
?.x	x	0=>0
?.x	ax	1=>0
?.x	ax	0=>0
?.x	ab	1=>0
?.x	ab	0=>0
?.x	a/b	1=>0
?.x	a/b	0=>0
?.x	a/x	1=>0
?.x	a/x	0=>0
?.x	a/.b	1=>0
?.x	a/.b	0=>0
?.x	a/.b/x	1=>0
?.x	a/.b/x	0=>0
?.x	b/x	1=>0
?.x	b/x	0=>0
?.x	keepdir	1=>0
?.x	keepdir	0=>0
?.x	keepdir/f	1=>0
?.x	keepdir/f	0=>0
?.x	keepdir/./f	1=>0
?.x	keepdir/./f	0=>0
?.x	.b/.x	1=>0
?.x	.b/.x	0=>0
?.x	.b	1=>0
?.x	.b	0=>0
?.x	keep/x.log	1=>0
?.x	keep/x.log	0=>0
?.x	keep/.x.log	1=>0
?.x	keep/.x.log	0=>0
?.x	keep/a/b.log	1=>0
?.x	keep/a/b.log	0=>0
?.x	a/x	1=>0
?.x	a/x	0=>0
?.x	b/x	1=>0
?.x	b/x	0=>0
?.x	.y/x	1=>0
?.x	.y/x	0=>0
?.x	.x	1=>0
?.x	.x	0=>0
?.x	x.d	1=>0
?.x	x.d	0=>0
?.x	.keepdir	1=>0
?.x	.keepdir	0=>0
?.x	keepdir/.keepdir	1=>0
?.x	keepdir/.keepdir	0=>0
?.x	keep.log	1=>0
?.x	keep.log	0=>0
?.x	a.log	1=>0
?.x	a.log	0=>0
?.x	.a.log	1=>0
?.x	.a.log	0=>0
?.x	keep/sub.log	1=>0
?.x	keep/sub.log	0=>0
?.x	x.log	1=>0
?.x	x.log	0=>0
?.x	y.log	1=>0
?.x	y.log	0=>0
*.c	x	1=>0
*.c	x	0=>0
*.c	ax	1=>0
*.c	ax	0=>0
*.c	ab	1=>0
*.c	ab	0=>0
*.c	a/b	1=>0
*.c	a/b	0=>0
*.c	a/x	1=>0
*.c	a/x	0=>0
*.c	a/.b	1=>0
*.c	a/.b	0=>0
*.c	a/.b/x	1=>0
*.c	a/.b/x	0=>0
*.c	b/x	1=>0
*.c	b/x	0=>0
*.c	keepdir	1=>0
*.c	keepdir	0=>0
*.c	keepdir/f	1=>0
*.c	keepdir/f	0=>0
*.c	keepdir/./f	1=>0
*.c	keepdir/./f	0=>0
*.c	.b/.x	1=>0
*.c	.b/.x	0=>0
*.c	.b	1=>0
*.c	.b	0=>0
*.c	keep/x.log	1=>0
*.c	keep/x.log	0=>0
*.c	keep/.x.log	1=>0
*.c	keep/.x.log	0=>0
*.c	keep/a/b.log	1=>0
*.c	keep/a/b.log	0=>0
*.c	a/x	1=>0
*.c	a/x	0=>0
*.c	b/x	1=>0
*.c	b/x	0=>0
*.c	.y/x	1=>0
*.c	.y/x	0=>0
*.c	.x	1=>0
*.c	.x	0=>0
*.c	x.d	1=>0
*.c	x.d	0=>0
*.c	.keepdir	1=>0
*.c	.keepdir	0=>0
*.c	keepdir/.keepdir	1=>0
*.c	keepdir/.keepdir	0=>0
*.c	keep.log	1=>0
*.c	keep.log	0=>0
*.c	a.log	1=>0
*.c	a.log	0=>0
*.c	.a.log	1=>0
*.c	.a.log	0=>0
*.c	keep/sub.log	1=>0
*.c	keep/sub.log	0=>0
*.c	x.log	1=>0
*.c	x.log	0=>0
*.c	y.log	1=>0
*.c	y.log	0=>0
a/*	x	1=>0
a/*	x	0=>0
a/*	ax	1=>0
a/*	ax	0=>0
a/*	ab	1=>0
a/*	ab	0=>0
a/*	a/b	1=>1
a/*	a/b	0=>1
a/*	a/x	1=>1
a/*	a/x	0=>1
a/*	a/.b	1=>1
a/*	a/.b	0=>0
a/*	a/.b/x	1=>0
a/*	a/.b/x	0=>0
a/*	b/x	1=>0
a/*	b/x	0=>0
a/*	keepdir	1=>0
a/*	keepdir	0=>0
a/*	keepdir/f	1=>0
a/*	keepdir/f	0=>0
a/*	keepdir/./f	1=>0
a/*	keepdir/./f	0=>0
a/*	.b/.x	1=>0
a/*	.b/.x	0=>0
a/*	.b	1=>0
a/*	.b	0=>0
a/*	keep/x.log	1=>0
a/*	keep/x.log	0=>0
a/*	keep/.x.log	1=>0
a/*	keep/.x.log	0=>0
a/*	keep/a/b.log	1=>0
a/*	keep/a/b.log	0=>0
a/*	a/x	1=>1
a/*	a/x	0=>1
a/*	b/x	1=>0
a/*	b/x	0=>0
a/*	.y/x	1=>0
a/*	.y/x	0=>0
a/*	.x	1=>0
a/*	.x	0=>0
a/*	x.d	1=>0
a/*	x.d	0=>0
a/*	.keepdir	1=>0
a/*	.keepdir	0=>0
a/*	keepdir/.keepdir	1=>0
a/*	keepdir/.keepdir	0=>0
a/*	keep.log	1=>0
a/*	keep.log	0=>0
a/*	a.log	1=>0
a/*	a.log	0=>0
a/*	.a.log	1=>0
a/*	.a.log	0=>0
a/*	keep/sub.log	1=>0
a/*	keep/sub.log	0=>0
a/*	x.log	1=>0
a/*	x.log	0=>0
a/*	y.log	1=>0
a/*	y.log	0=>0
a/**	x	1=>0
a/**	x	0=>0
a/**	ax	1=>0
a/**	ax	0=>0
a/**	ab	1=>0
a/**	ab	0=>0
a/**	a/b	1=>1
a/**	a/b	0=>1
a/**	a/x	1=>1
a/**	a/x	0=>1
a/**	a/.b	1=>1
a/**	a/.b	0=>0
a/**	a/.b/x	1=>1
a/**	a/.b/x	0=>0
a/**	b/x	1=>0
a/**	b/x	0=>0
a/**	keepdir	1=>0
a/**	keepdir	0=>0
a/**	keepdir/f	1=>0
a/**	keepdir/f	0=>0
a/**	keepdir/./f	1=>0
a/**	keepdir/./f	0=>0
a/**	.b/.x	1=>0
a/**	.b/.x	0=>0
a/**	.b	1=>0
a/**	.b	0=>0
a/**	keep/x.log	1=>0
a/**	keep/x.log	0=>0
a/**	keep/.x.log	1=>0
a/**	keep/.x.log	0=>0
a/**	keep/a/b.log	1=>0
a/**	keep/a/b.log	0=>0
a/**	a/x	1=>1
a/**	a/x	0=>1
a/**	b/x	1=>0
a/**	b/x	0=>0
a/**	.y/x	1=>0
a/**	.y/x	0=>0
a/**	.x	1=>0
a/**	.x	0=>0
a/**	x.d	1=>0
a/**	x.d	0=>0
a/**	.keepdir	1=>0
a/**	.keepdir	0=>0
a/**	keepdir/.keepdir	1=>0
a/**	keepdir/.keepdir	0=>0
a/**	keep.log	1=>0
a/**	keep.log	0=>0
a/**	a.log	1=>0
a/**	a.log	0=>0
a/**	.a.log	1=>0
a/**	.a.log	0=>0
a/**	keep/sub.log	1=>0
a/**	keep/sub.log	0=>0
a/**	x.log	1=>0
a/**	x.log	0=>0
a/**	y.log	1=>0
a/**	y.log	0=>0
a/**b	x	1=>0
a/**b	x	0=>0
a/**b	ax	1=>0
a/**b	ax	0=>0
a/**b	ab	1=>0
a/**b	ab	0=>0
a/**b	a/b	1=>1
a/**b	a/b	0=>1
a/**b	a/x	1=>0
a/**b	a/x	0=>0
a/**b	a/.b	1=>1
a/**b	a/.b	0=>0
a/**b	a/.b/x	1=>0
a/**b	a/.b/x	0=>0
a/**b	b/x	1=>0
a/**b	b/x	0=>0
a/**b	keepdir	1=>0
a/**b	keepdir	0=>0
a/**b	keepdir/f	1=>0
a/**b	keepdir/f	0=>0
a/**b	keepdir/./f	1=>0
a/**b	keepdir/./f	0=>0
a/**b	.b/.x	1=>0
a/**b	.b/.x	0=>0
a/**b	.b	1=>0
a/**b	.b	0=>0
a/**b	keep/x.log	1=>0
a/**b	keep/x.log	0=>0
a/**b	keep/.x.log	1=>0
a/**b	keep/.x.log	0=>0
a/**b	keep/a/b.log	1=>0
a/**b	keep/a/b.log	0=>0
a/**b	a/x	1=>0
a/**b	a/x	0=>0
a/**b	b/x	1=>0
a/**b	b/x	0=>0
a/**b	.y/x	1=>0
a/**b	.y/x	0=>0
a/**b	.x	1=>0
a/**b	.x	0=>0
a/**b	x.d	1=>0
a/**b	x.d	0=>0
a/**b	.keepdir	1=>0
a/**b	.keepdir	0=>0
a/**b	keepdir/.keepdir	1=>0
a/**b	keepdir/.keepdir	0=>0
a/**b	keep.log	1=>0
a/**b	keep.log	0=>0
a/**b	a.log	1=>0
a/**b	a.log	0=>0
a/**b	.a.log	1=>0
a/**b	.a.log	0=>0
a/**b	keep/sub.log	1=>0
a/**b	keep/sub.log	0=>0
a/**b	x.log	1=>0
a/**b	x.log	0=>0
a/**b	y.log	1=>0
a/**b	y.log	0=>0
a/**/b	x	1=>0
a/**/b	x	0=>0
a/**/b	ax	1=>0
a/**/b	ax	0=>0
a/**/b	ab	1=>0
a/**/b	ab	0=>0
a/**/b	a/b	1=>1
a/**/b	a/b	0=>1
a/**/b	a/x	1=>0
a/**/b	a/x	0=>0
a/**/b	a/.b	1=>0
a/**/b	a/.b	0=>0
a/**/b	a/.b/x	1=>0
a/**/b	a/.b/x	0=>0
a/**/b	b/x	1=>0
a/**/b	b/x	0=>0
a/**/b	keepdir	1=>0
a/**/b	keepdir	0=>0
a/**/b	keepdir/f	1=>0
a/**/b	keepdir/f	0=>0
a/**/b	keepdir/./f	1=>0
a/**/b	keepdir/./f	0=>0
a/**/b	.b/.x	1=>0
a/**/b	.b/.x	0=>0
a/**/b	.b	1=>0
a/**/b	.b	0=>0
a/**/b	keep/x.log	1=>0
a/**/b	keep/x.log	0=>0
a/**/b	keep/.x.log	1=>0
a/**/b	keep/.x.log	0=>0
a/**/b	keep/a/b.log	1=>0
a/**/b	keep/a/b.log	0=>0
a/**/b	a/x	1=>0
a/**/b	a/x	0=>0
a/**/b	b/x	1=>0
a/**/b	b/x	0=>0
a/**/b	.y/x	1=>0
a/**/b	.y/x	0=>0
a/**/b	.x	1=>0
a/**/b	.x	0=>0
a/**/b	x.d	1=>0
a/**/b	x.d	0=>0
a/**/b	.keepdir	1=>0
a/**/b	.keepdir	0=>0
a/**/b	keepdir/.keepdir	1=>0
a/**/b	keepdir/.keepdir	0=>0
a/**/b	keep.log	1=>0
a/**/b	keep.log	0=>0
a/**/b	a.log	1=>0
a/**/b	a.log	0=>0
a/**/b	.a.log	1=>0
a/**/b	.a.log	0=>0
a/**/b	keep/sub.log	1=>0
a/**/b	keep/sub.log	0=>0
a/**/b	x.log	1=>0
a/**/b	x.log	0=>0
a/**/b	y.log	1=>0
a/**/b	y.log	0=>0
**/x	x	1=>1
**/x	x	0=>1
**/x	ax	1=>0
**/x	ax	0=>0
**/x	ab	1=>0
**/x	ab	0=>0
**/x	a/b	1=>0
**/x	a/b	0=>0
**/x	a/x	1=>1
**/x	a/x	0=>1
**/x	a/.b	1=>0
**/x	a/.b	0=>0
**/x	a/.b/x	1=>1
**/x	a/.b/x	0=>0
**/x	b/x	1=>1
**/x	b/x	0=>1
**/x	keepdir	1=>0
**/x	keepdir	0=>0
**/x	keepdir/f	1=>0
**/x	keepdir/f	0=>0
**/x	keepdir/./f	1=>0
**/x	keepdir/./f	0=>0
**/x	.b/.x	1=>0
**/x	.b/.x	0=>0
**/x	.b	1=>0
**/x	.b	0=>0
**/x	keep/x.log	1=>0
**/x	keep/x.log	0=>0
**/x	keep/.x.log	1=>0
**/x	keep/.x.log	0=>0
**/x	keep/a/b.log	1=>0
**/x	keep/a/b.log	0=>0
**/x	a/x	1=>1
**/x	a/x	0=>1
**/x	b/x	1=>1
**/x	b/x	0=>1
**/x	.y/x	1=>1
**/x	.y/x	0=>0
**/x	.x	1=>0
**/x	.x	0=>0
**/x	x.d	1=>0
**/x	x.d	0=>0
**/x	.keepdir	1=>0
**/x	.keepdir	0=>0
**/x	keepdir/.keepdir	1=>0
**/x	keepdir/.keepdir	0=>0
**/x	keep.log	1=>0
**/x	keep.log	0=>0
**/x	a.log	1=>0
**/x	a.log	0=>0
**/x	.a.log	1=>0
**/x	.a.log	0=>0
**/x	keep/sub.log	1=>0
**/x	keep/sub.log	0=>0
**/x	x.log	1=>0
**/x	x.log	0=>0
**/x	y.log	1=>0
**/x	y.log	0=>0
**b	x	1=>0
**b	x	0=>0
**b	ax	1=>0
**b	ax	0=>0
**b	ab	1=>1
**b	ab	0=>1
**b	a/b	1=>0
**b	a/b	0=>0
**b	a/x	1=>0
**b	a/x	0=>0
**b	a/.b	1=>0
**b	a/.b	0=>0
**b	a/.b/x	1=>0
**b	a/.b/x	0=>0
**b	b/x	1=>0
**b	b/x	0=>0
**b	keepdir	1=>0
**b	keepdir	0=>0
**b	keepdir/f	1=>0
**b	keepdir/f	0=>0
**b	keepdir/./f	1=>0
**b	keepdir/./f	0=>0
**b	.b/.x	1=>0
**b	.b/.x	0=>0
**b	.b	1=>1
**b	.b	0=>0
**b	keep/x.log	1=>0
**b	keep/x.log	0=>0
**b	keep/.x.log	1=>0
**b	keep/.x.log	0=>0
**b	keep/a/b.log	1=>0
**b	keep/a/b.log	0=>0
**b	a/x	1=>0
**b	a/x	0=>0
**b	b/x	1=>0
**b	b/x	0=>0
**b	.y/x	1=>0
**b	.y/x	0=>0
**b	.x	1=>0
**b	.x	0=>0
**b	x.d	1=>0
**b	x.d	0=>0
**b	.keepdir	1=>0
**b	.keepdir	0=>0
**b	keepdir/.keepdir	1=>0
**b	keepdir/.keepdir	0=>0
**b	keep.log	1=>0
**b	keep.log	0=>0
**b	a.log	1=>0
**b	a.log	0=>0
**b	.a.log	1=>0
**b	.a.log	0=>0
**b	keep/sub.log	1=>0
**b	keep/sub.log	0=>0
**b	x.log	1=>0
**b	x.log	0=>0
**b	y.log	1=>0
**b	y.log	0=>0
**/*.c	x	1=>0
**/*.c	x	0=>0
**/*.c	ax	1=>0
**/*.c	ax	0=>0
**/*.c	ab	1=>0
**/*.c	ab	0=>0
**/*.c	a/b	1=>0
**/*.c	a/b	0=>0
**/*.c	a/x	1=>0
**/*.c	a/x	0=>0
**/*.c	a/.b	1=>0
**/*.c	a/.b	0=>0
**/*.c	a/.b/x	1=>0
**/*.c	a/.b/x	0=>0
**/*.c	b/x	1=>0
**/*.c	b/x	0=>0
**/*.c	keepdir	1=>0
**/*.c	keepdir	0=>0
**/*.c	keepdir/f	1=>0
**/*.c	keepdir/f	0=>0
**/*.c	keepdir/./f	1=>0
**/*.c	keepdir/./f	0=>0
**/*.c	.b/.x	1=>0
**/*.c	.b/.x	0=>0
**/*.c	.b	1=>0
**/*.c	.b	0=>0
**/*.c	keep/x.log	1=>0
**/*.c	keep/x.log	0=>0
**/*.c	keep/.x.log	1=>0
**/*.c	keep/.x.log	0=>0
**/*.c	keep/a/b.log	1=>0
**/*.c	keep/a/b.log	0=>0
**/*.c	a/x	1=>0
**/*.c	a/x	0=>0
**/*.c	b/x	1=>0
**/*.c	b/x	0=>0
**/*.c	.y/x	1=>0
**/*.c	.y/x	0=>0
**/*.c	.x	1=>0
**/*.c	.x	0=>0
**/*.c	x.d	1=>0
**/*.c	x.d	0=>0
**/*.c	.keepdir	1=>0
**/*.c	.keepdir	0=>0
**/*.c	keepdir/.keepdir	1=>0
**/*.c	keepdir/.keepdir	0=>0
**/*.c	keep.log	1=>0
**/*.c	keep.log	0=>0
**/*.c	a.log	1=>0
**/*.c	a.log	0=>0
**/*.c	.a.log	1=>0
**/*.c	.a.log	0=>0
**/*.c	keep/sub.log	1=>0
**/*.c	keep/sub.log	0=>0
**/*.c	x.log	1=>0
**/*.c	x.log	0=>0
**/*.c	y.log	1=>0
**/*.c	y.log	0=>0
*.x	x	1=>0
*.x	x	0=>0
*.x	ax	1=>0
*.x	ax	0=>0
*.x	ab	1=>0
*.x	ab	0=>0
*.x	a/b	1=>0
*.x	a/b	0=>0
*.x	a/x	1=>0
*.x	a/x	0=>0
*.x	a/.b	1=>0
*.x	a/.b	0=>0
*.x	a/.b/x	1=>0
*.x	a/.b/x	0=>0
*.x	b/x	1=>0
*.x	b/x	0=>0
*.x	keepdir	1=>0
*.x	keepdir	0=>0
*.x	keepdir/f	1=>0
*.x	keepdir/f	0=>0
*.x	keepdir/./f	1=>0
*.x	keepdir/./f	0=>0
*.x	.b/.x	1=>0
*.x	.b/.x	0=>0
*.x	.b	1=>0
*.x	.b	0=>0
*.x	keep/x.log	1=>0
*.x	keep/x.log	0=>0
*.x	keep/.x.log	1=>0
*.x	keep/.x.log	0=>0
*.x	keep/a/b.log	1=>0
*.x	keep/a/b.log	0=>0
*.x	a/x	1=>0
*.x	a/x	0=>0
*.x	b/x	1=>0
*.x	b/x	0=>0
*.x	.y/x	1=>0
*.x	.y/x	0=>0
*.x	.x	1=>1
*.x	.x	0=>0
*.x	x.d	1=>0
*.x	x.d	0=>0
*.x	.keepdir	1=>0
*.x	.keepdir	0=>0
*.x	keepdir/.keepdir	1=>0
*.x	keepdir/.keepdir	0=>0
*.x	keep.log	1=>0
*.x	keep.log	0=>0
*.x	a.log	1=>0
*.x	a.log	0=>0
*.x	.a.log	1=>0
*.x	.a.log	0=>0
*.x	keep/sub.log	1=>0
*.x	keep/sub.log	0=>0
*.x	x.log	1=>0
*.x	x.log	0=>0
*.x	y.log	1=>0
*.x	y.log	0=>0
keepdir/**	x	1=>0
keepdir/**	x	0=>0
keepdir/**	ax	1=>0
keepdir/**	ax	0=>0
keepdir/**	ab	1=>0
keepdir/**	ab	0=>0
keepdir/**	a/b	1=>0
keepdir/**	a/b	0=>0
keepdir/**	a/x	1=>0
keepdir/**	a/x	0=>0
keepdir/**	a/.b	1=>0
keepdir/**	a/.b	0=>0
keepdir/**	a/.b/x	1=>0
keepdir/**	a/.b/x	0=>0
keepdir/**	b/x	1=>0
keepdir/**	b/x	0=>0
keepdir/**	keepdir	1=>0
keepdir/**	keepdir	0=>0
keepdir/**	keepdir/f	1=>1
keepdir/**	keepdir/f	0=>1
keepdir/**	keepdir/./f	1=>0
keepdir/**	keepdir/./f	0=>0
keepdir/**	.b/.x	1=>0
keepdir/**	.b/.x	0=>0
keepdir/**	.b	1=>0
keepdir/**	.b	0=>0
keepdir/**	keep/x.log	1=>0
keepdir/**	keep/x.log	0=>0
keepdir/**	keep/.x.log	1=>0
keepdir/**	keep/.x.log	0=>0
keepdir/**	keep/a/b.log	1=>0
keepdir/**	keep/a/b.log	0=>0
keepdir/**	a/x	1=>0
keepdir/**	a/x	0=>0
keepdir/**	b/x	1=>0
keepdir/**	b/x	0=>0
keepdir/**	.y/x	1=>0
keepdir/**	.y/x	0=>0
keepdir/**	.x	1=>0
keepdir/**	.x	0=>0
keepdir/**	x.d	1=>0
keepdir/**	x.d	0=>0
keepdir/**	.keepdir	1=>0
keepdir/**	.keepdir	0=>0
keepdir/**	keepdir/.keepdir	1=>1
keepdir/**	keepdir/.keepdir	0=>0
keepdir/**	keep.log	1=>0
keepdir/**	keep.log	0=>0
keepdir/**	a.log	1=>0
keepdir/**	a.log	0=>0
keepdir/**	.a.log	1=>0
keepdir/**	.a.log	0=>0
keepdir/**	keep/sub.log	1=>0
keepdir/**	keep/sub.log	0=>0
keepdir/**	x.log	1=>0
keepdir/**	x.log	0=>0
keepdir/**	y.log	1=>0
keepdir/**	y.log	0=>0
.other/keepdir/**	x	1=>0
.other/keepdir/**	x	0=>0
.other/keepdir/**	ax	1=>0
.other/keepdir/**	ax	0=>0
.other/keepdir/**	ab	1=>0
.other/keepdir/**	ab	0=>0
.other/keepdir/**	a/b	1=>0
.other/keepdir/**	a/b	0=>0
.other/keepdir/**	a/x	1=>0
.other/keepdir/**	a/x	0=>0
.other/keepdir/**	a/.b	1=>0
.other/keepdir/**	a/.b	0=>0
.other/keepdir/**	a/.b/x	1=>0
.other/keepdir/**	a/.b/x	0=>0
.other/keepdir/**	b/x	1=>0
.other/keepdir/**	b/x	0=>0
.other/keepdir/**	keepdir	1=>0
.other/keepdir/**	keepdir	0=>0
.other/keepdir/**	keepdir/f	1=>0
.other/keepdir/**	keepdir/f	0=>0
.other/keepdir/**	keepdir/./f	1=>0
.other/keepdir/**	keepdir/./f	0=>0
.other/keepdir/**	.b/.x	1=>0
.other/keepdir/**	.b/.x	0=>0
.other/keepdir/**	.b	1=>0
.other/keepdir/**	.b	0=>0
.other/keepdir/**	keep/x.log	1=>0
.other/keepdir/**	keep/x.log	0=>0
.other/keepdir/**	keep/.x.log	1=>0
.other/keepdir/**	keep/.x.log	0=>0
.other/keepdir/**	keep/a/b.log	1=>0
.other/keepdir/**	keep/a/b.log	0=>0
.other/keepdir/**	a/x	1=>0
.other/keepdir/**	a/x	0=>0
.other/keepdir/**	b/x	1=>0
.other/keepdir/**	b/x	0=>0
.other/keepdir/**	.y/x	1=>0
.other/keepdir/**	.y/x	0=>0
.other/keepdir/**	.x	1=>0
.other/keepdir/**	.x	0=>0
.other/keepdir/**	x.d	1=>0
.other/keepdir/**	x.d	0=>0
.other/keepdir/**	.keepdir	1=>0
.other/keepdir/**	.keepdir	0=>0
.other/keepdir/**	keepdir/.keepdir	1=>0
.other/keepdir/**	keepdir/.keepdir	0=>0
.other/keepdir/**	keep.log	1=>0
.other/keepdir/**	keep.log	0=>0
.other/keepdir/**	a.log	1=>0
.other/keepdir/**	a.log	0=>0
.other/keepdir/**	.a.log	1=>0
.other/keepdir/**	.a.log	0=>0
.other/keepdir/**	keep/sub.log	1=>0
.other/keepdir/**	keep/sub.log	0=>0
.other/keepdir/**	x.log	1=>0
.other/keepdir/**	x.log	0=>0
.other/keepdir/**	y.log	1=>0
.other/keepdir/**	y.log	0=>0
out/**/x	x	1=>0
out/**/x	x	0=>0
out/**/x	ax	1=>0
out/**/x	ax	0=>0
out/**/x	ab	1=>0
out/**/x	ab	0=>0
out/**/x	a/b	1=>0
out/**/x	a/b	0=>0
out/**/x	a/x	1=>0
out/**/x	a/x	0=>0
out/**/x	a/.b	1=>0
out/**/x	a/.b	0=>0
out/**/x	a/.b/x	1=>0
out/**/x	a/.b/x	0=>0
out/**/x	b/x	1=>0
out/**/x	b/x	0=>0
out/**/x	keepdir	1=>0
out/**/x	keepdir	0=>0
out/**/x	keepdir/f	1=>0
out/**/x	keepdir/f	0=>0
out/**/x	keepdir/./f	1=>0
out/**/x	keepdir/./f	0=>0
out/**/x	.b/.x	1=>0
out/**/x	.b/.x	0=>0
out/**/x	.b	1=>0
out/**/x	.b	0=>0
out/**/x	keep/x.log	1=>0
out/**/x	keep/x.log	0=>0
out/**/x	keep/.x.log	1=>0
out/**/x	keep/.x.log	0=>0
